Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"6/6 - 6/12, 2025@@23904","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,46.84665,2.764111
"6/5 - 6/11, 2025@@23903","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,46.84665,2.764111
"6/10 - 6/11, 2025@@23903","<a href=""https://www.dailymail.co.uk/news/article-14803593/donald-trump-poll-approval-rating-la-riots.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>","1,807 RV@@1807",0,42.09374,49.63358,-7.539841
"6/9 - 6/11, 2025@@23903","<a href=""https://tippinsights.com/league-of-american-workers-poll-june-2025/#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: League of American Workers^","1,584 RV@@1584",0,43.82821,52.73482,-8.906612
"5/30 - 6/10, 2025@@23902","<a href=""https://s3.documentcloud.org/documents/25976104/nbc-news-decision-desk-poll-june-15-2025-topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">SurveyMonkey</a>^Sponsor: NBC News^","19,410 A@@19410",0,45.15012,53.36295,-8.21283
"6/4 - 6/10, 2025@@23902","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"6/5 - 6/9, 2025@@23901","<a href=""https://apnorc.org/wp-content/uploads/2025/06/June-Topline-Parade.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,158 A@@1158",0,41.26543,56.80555,-15.54012
"6/5 - 6/9, 2025@@23901","<a href=""https://poll.qu.edu/poll-release?releaseid=3924"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Quinnipiac University</a>","1,265 RV@@1265",0,40.52545,53.2035,-12.67805
"6/3 - 6/9, 2025@@23901","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","35,946 A@@35946",0,48.42505,45.62262,2.802429
"6/6 - 6/9, 2025@@23901","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_B2kkifF.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,533 A@@1533",0,44.61922,51.03582,-6.416599
"6/3 - 6/9, 2025@@23901","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"6/5 - 6/9, 2025@@23901","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/06/Navigator-June-1-Topline-F06.09.26.pdf?emci=a9b05989-dd46-f011-8f7c-6045bdfe8e9c&emdi=4d359ee8-7147-f011-8f7c-6045bdfe8e9c&ceid=1590570"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,42.36673,54.04808,-11.68135
"6/2 - 6/8, 2025@@23900","<a href=""https://www.pewresearch.org/wp-content/uploads/sites/20/2025/06/PP_2025-6-17_trump-immigration_topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Pew Research Center</a>","5,044 A@@5044",0,42.8833,54.89507,-12.01177
"6/6 - 6/8, 2025@@23900","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","1,867 RV@@1867",0,45.61504,52.48262,-6.86758
"6/4 - 6/6, 2025@@23898","<a href=""https://www.cbsnews.com/news/deportation-immigration-opinion-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: CBS News^","2,428 A@@2428",0,46.61922,54.03582,-7.416599
"6/2 - 6/6, 2025@@23898","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"6/6 - 6/6, 2025@@23898","<a href=""https://www.dailymail.co.uk/news/article-14794205/donald-trump-elon-musk-approval-poll.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: Daily Mail^","1,006 RV@@1006",0,43.09374,52.63358,-9.539841
"4/10 - 6/5, 2025@@23897","<a href=""https://www.chip50.org/blog/whose-approval-disapproval-of-trump-shifted-the-most"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">PureSpectrum</a>","30,967 A@@30967",0,39.9194,48.83257,-8.91317
"5/30 - 6/5, 2025@@23897","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"5/29 - 6/4, 2025@@23896","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"5/28 - 6/3, 2025@@23895","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"5/27 - 6/3, 2025@@23895","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,46.8311,48.88795,-2.05685
"5/30 - 6/2, 2025@@23894","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,205 RV@@2205",0,44.61504,52.48262,-7.86758
"5/27 - 6/2, 2025@@23894","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"5/30 - 6/2, 2025@@23894","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_MV984ah.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,610 A@@1610",0,46.61922,48.03582,-1.416599
"5/30 - 6/1, 2025@@23893","<a href=""https://www.thetrafalgargroup.org/wp-content/uploads/2025/06/Trump-Approval-Report-060225.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Trafalgar Group</a>","1,098 LV@@1098",0,50.58562,47.8671,2.718521
"5/28 - 5/30, 2025@@23891","<a href=""https://issuesinsights.com/2025/06/02/trumps-ratings-edge-higher-as-good-news-eclipses-negative-media-coverage-ibd-tipp-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: Issues & Insights^","1,395 A@@1395",0,43.82821,47.73482,-3.906612
"5/26 - 5/30, 2025@@23891","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,47.84665,1.764111
"5/28 - 5/29, 2025@@23890","<a href=""https://johnzogbystrategies.com/wp-content/uploads/2025/06/Job-Approval-052825.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">John Zogby Strategies</a>","1,000 LV@@1000",0,47.47229,49.33511,-1.86282
"5/23 - 5/29, 2025@@23890","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,47.84665,1.764111
"5/20 - 5/29, 2025@@23890","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,44.8311,52.88795,-8.05685
"5/26 - 5/28, 2025@@23889","<a href=""https://my.wick.io/analysis/shared/item/8C788E73-03D9-45A4-94AF-2E0D70F34AF6/view"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Wick</a>^Sponsor: 2Way^","1,000 RV@@1000",0,46.67748,49.44269,-2.765213
"5/22 - 5/28, 2025@@23889","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"5/21 - 5/27, 2025@@23888","<a href=""https://atlasintel.org/poll/usa-national-2025-05-30"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AtlasIntel</a>","3,469 A@@3469",0,44.06272,53.24962,-9.186897
"5/22 - 5/27, 2025@@23888","<a href=""https://www.yahoo.com/news/poll-most-americans-think-qatar-is-trying-to-bribe-trump-with-luxury-jet-gift-185933774.html?taid=68376835684c790001349a10&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter&guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAFMJH_yGipXna-fJk7xvXRsmgzG3jiMZWBKb7qcmewgHveNMCybWcNFD2Jyqj5CPvAEPbYUwtNaHMQNvW-QujvPzl1rY7qh6HOfAngSTnA20vWWpM8DPIylL5B3mAmwS75ox-zL0PBastSJ6MGxpbDldzOaNzSMKjxsa7-aB_6uC"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Yahoo News^","1,560 A@@1560",0,42.61922,53.03582,-10.4166
"5/21 - 5/27, 2025@@23888","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,47.84665,1.764111
"5/20 - 5/26, 2025@@23887","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,47.84665,0.7641106
"5/23 - 5/26, 2025@@23887","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WokQXF7.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,660 A@@1660",0,45.61922,51.03582,-5.416599
"5/23 - 5/25, 2025@@23886","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,208 RV@@2208",0,46.61504,52.48262,-5.86758
"5/19 - 5/23, 2025@@23884","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"5/16 - 5/22, 2025@@23883","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"5/14 - 5/21, 2025@@23882","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,43.8311,52.88795,-9.05685
"5/15 - 5/21, 2025@@23882","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"5/17 - 5/20, 2025@@23881","<a href=""https://civiqs.com/documents/Civiqs_DailyKos_banner_book_2025_05_x3b1sp.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Civiqs</a>^Sponsor: Daily Kos^","1,018 RV@@1018",0,46.55922,51.20098,-4.641762
"5/14 - 5/20, 2025@@23881","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"5/17 - 5/20, 2025@@23881","<a href=""https://americanresearchgroup.com/economy/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">American Research Group</a>","1,100 A@@1100",0,43.78777,52.47001,-8.68224
"5/13 - 5/19, 2025@@23880","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,51.84665,-6.235889
"5/17 - 5/19, 2025@@23880","<a href=""https://insideradvantage.com/trump-job-performance-top-line-tabs/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">InsiderAdvantage</a>","1,000 LV@@1000",0,51.07363,47.58342,3.490211
"5/16 - 5/19, 2025@@23880","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,208 RV@@2208",0,46.61504,51.48262,-4.86758
"5/16 - 5/19, 2025@@23880","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wObz24u.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,710 A@@1710",0,44.61922,50.03582,-5.416599
"5/15 - 5/19, 2025@@23880","<a href=""https://pinpointpolicyinstitute.org/wp-content/uploads/2025/06/National-Spring-Quarterly-Tracking-Memo-6-2-25-1.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Fabrizio Ward</a>^Sponsor: Pinpoint Policy Institute^",800 RV@@800,0,45.92529,49.46249,-3.537201
"5/1 - 5/18, 2025@@23879","<a href=""https://news.gallup.com/poll/690986/political-economic-indicators-steady-may.aspx"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Gallup</a>","1,003 A@@1003",0,45.01725,51.16314,-6.145889
"5/16 - 5/18, 2025@@23879","<a href=""https://www.reuters.com/world/us/trumps-approval-rating-ticks-lower-economic-concerns-weigh-reutersipsos-poll-2025-05-20/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,024 A@@1024",0,44.01101,50.34583,-6.33482
"5/15 - 5/18, 2025@@23879","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/05/Navigator-Update-Topline-F05.19.25-1.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,44.36673,53.04808,-8.681351
"5/14 - 5/16, 2025@@23877","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/Passports_and_Beliefs_poll_results.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,118 A@@1118",0,45.61922,47.03582,-1.416599
"5/12 - 5/16, 2025@@23877","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"5/9 - 5/15, 2025@@23876","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"5/7 - 5/15, 2025@@23876","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,47.8311,50.88795,-3.05685
"5/5 - 5/15, 2025@@23876","<a href=""https://law.marquette.edu/poll/wp-content/uploads/2025/05/MLSPSC26Toplines_NationalIssues.html#GE2020:_2024_vote"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Marquette University Law School</a>","1,004 A@@1004",0,45.75764,52.41979,-6.662148
"5/14 - 5/15, 2025@@23876","<a href=""https://harvardharrispoll.com/key-results-may-5/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^","1,903 RV@@1903",0,45.41263,50.00893,-4.596302
"5/13 - 5/14, 2025@@23875","<a href=""https://x.com/J_L_Partners/status/1923778595291365420"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: Daily Mail^","1,003 RV@@1003",0,45.09374,49.63358,-4.539841
"5/8 - 5/14, 2025@@23875","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"5/7 - 5/13, 2025@@23874","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"5/12 - 5/13, 2025@@23874","<a href=""https://www.ipsos.com/sites/default/files/ct/news/documents/2025-05/Reuters%20Ipsos%20Issues%20Survey%20May%202025_2.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,163 A@@1163",0,46.01101,50.34583,-4.33482
"5/9 - 5/13, 2025@@23874","<a href=""https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey-3"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Bullfinch Group</a>","1,200 A@@1200",0,45.64972,50.15487,-4.50515
"5/8 - 5/12, 2025@@23873","<a href=""https://echelonin.wpenginepowered.com/wp-content/uploads/May-2025-Voter-Omnibus-Topline-External.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Echelon Insights</a>","1,000 LV@@1000",0,45.04131,52.09995,-7.05864
"5/9 - 5/12, 2025@@23873","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_tDmEBHo.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,786 A@@1786",0,44.61922,51.03582,-6.416599
"5/6 - 5/12, 2025@@23873","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"5/9 - 5/11, 2025@@23872","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,221 RV@@2221",0,44.61504,53.48262,-8.86758
"5/7 - 5/9, 2025@@23870","<a href=""https://coefficient.org/national-approval-study/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">co/efficient</a>","1,462 LV@@1462",0,48.07648,50.59011,-2.51363
"5/5 - 5/9, 2025@@23870","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,47.84665,0.7641106
"5/8 - 5/9, 2025@@23870","<a href=""https://my.wick.io/analysis/shared/item/CCED3FFB-28C8-40CA-92F1-FFD179722079/view"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Wick</a>^Sponsor: 2Way^","1,000 RV@@1000",0,46.67748,49.54269,-2.865211
"5/2 - 5/8, 2025@@23869","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"4/30 - 5/8, 2025@@23869","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,44.8311,51.88795,-7.05685
"5/6 - 5/8, 2025@@23869","<a href=""https://ygo-assets-websites-editorial-emea.yougov.net/documents/Trump_Approval_Crosstabs_poll_results_V41PfW8.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,143 A@@1143",0,43.61922,49.03582,-5.416599
"5/2 - 5/8, 2025@@23869","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","34,159 A@@34159",0,44.85505,49.52262,-4.667572
"5/1 - 5/7, 2025@@23868","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"4/30 - 5/6, 2025@@23867","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"5/1 - 5/6, 2025@@23867","<a href=""https://www.gelliottmorris.com/p/new-poll-americans-oppose-trumps"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Verasight</a>^Sponsor: Strength in Numbers^","1,000 A@@1000",0,40.99729,54.54731,-13.55002
"5/2 - 5/5, 2025@@23866","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wZDAeTq.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,850 A@@1850",0,43.61922,51.03582,-7.416599
"4/29 - 5/5, 2025@@23866","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,52.84665,-5.235889
"5/1 - 5/5, 2025@@23866","<a href=""https://apnorc.org/wp-content/uploads/2025/05/may-2025-Higher-Ed-topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,175 LV@@1175",0,43.26543,53.80555,-10.54012
"5/2 - 5/4, 2025@@23865","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,263 RV@@2263",0,44.61504,53.48262,-8.86758
"4/30 - 5/4, 2025@@23865","<a href=""https://www.rasmussenreports.com/public_content/politics/partner_surveys/toplines_2_heartland_may_musk_2025"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>^Sponsor: Heartland Institute^","1,067 LV@@1067",0,44.61076,51.84665,-7.235889
"4/28 - 5/3, 2025@@23864","<a href=""https://www.highpoint.edu/src/files/2023/08/111memoISS.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">High Point University</a>","1,000 A@@1000",0,42.80672,50.44304,-7.636318
"4/25 - 5/2, 2025@@23863","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/Issue_Importance___Trump_Approval_poll_results.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","2,220 A@@2220",0,43.61922,51.03582,-7.416599
"4/30 - 5/2, 2025@@23863","<a href=""https://tippinsights.com/trump-rides-high-with-most-voters-but-democrats-remain-negative-i-i-tipp-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>","1,400 A@@1400",0,42.82821,49.73482,-6.906612
"4/28 - 5/2, 2025@@23863","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"4/25 - 5/1, 2025@@23862","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
